Sepal.Width	Sepal.Length
1.35889978798479	1.66702080797878
3.01232304491258	1.81259509264295
4.56791999692782	2.22478529350104
3.47634500060211	2.86306146639765
0.586634141082474	1.85085856767233
0.640216201002551	2.97660530360739
3.36578437844993	2.99442807397488
1.62274629135997	2.92613876205335
1.12876524764282	1.69517875736814
2.28291081446913	1.99435074711189
3.89987918283075	2.43379664380802
1.95952794571051	2.35579497235737
2.36156643941741	1.40572673286492
1.41833095209953	3.17899520346646
3.13350502784875	3.78837841865429
2.79022035418671	4.08416543287944
0.199473111175399	1.0124908702758
2.15310513980829	1.22189675250709
2.5658248567669	1.96355093130081
3.259563848304	3.31768350575823
2.97628622629718	3.10467801507184
2.3296002476059	2.36229611197599
1.73332191577957	2.46301786231058
2.13916489000004	1.07219349763676
3.27301135976244	4.12164571299179
1.38901180067481	1.75806044182739
2.29012392200549	3.32208772375509
2.20106363411584	2.07475335819675
2.02672668508197	2.16483212626076
1.13942626569406	0.285769639617024
3.11680149679484	3.39012524641674
3.43335910596072	2.79877214307357
2.45956009378053	2.5383902369567
1.97173095073484	2.32843670813221
1.90187577807221	0.316290701085371
1.26335411090148	-0.225024161679328
2.30007956887385	3.04590555200604
0.128912089207827	1.10641253371515
2.12096872955492	2.67228833708909
2.69727031098601	2.70116588992865
0.981181862518198	1.83553563855271
3.62838604893509	2.81923696095248
2.69881139270052	2.97188056270089
2.72818834613834	0.755600380439628
2.90861171474169	3.44861491568985
1.23380602481219	1.66612946609254
2.70607891802957	2.64631309048153
1.45742608706686	3.34695936428497
2.73724885280024	3.29554991213702
1.7885718393355	1.17383557643246
3.24656050738841	0.694403439561607
0.289290020706466	3.03666150113031
2.42508100769739	1.70500680115879
2.38938903498593	1.98907205794446
0.735495991097255	0.860264094417738
1.00063057223022	1.09243726709296
3.77005083434917	0.892898958381058
